gene	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KO	BiGG_Reactions	Annotation_tax_scope	Matching_Ogs	best_OG|evalue|score	COG_functional_categories	eggNOG_HMM_model_annotation
augustus_masked-NW_019167827.1-processed-gene-6.2-mRNA-1	3694.POPTR_0001s01980.1	8.1e-213	698.9		GO:0000160,GO:0000302,GO:0000303,GO:0002376,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006807,GO:0006809,GO:0006950,GO:0006952,GO:0006955,GO:0006970,GO:0006979,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0008152,GO:0008219,GO:0009058,GO:0009414,GO:0009415,GO:0009607,GO:0009617,GO:0009628,GO:0009651,GO:0009653,GO:0009719,GO:0009723,GO:0009725,GO:0009753,GO:0009755,GO:0009790,GO:0009791,GO:0009814,GO:0009816,GO:0009867,GO:0009873,GO:0009886,GO:0009987,GO:0010015,GO:0010033,GO:0010035,GO:0010101,GO:0010102,GO:0010193,GO:0012501,GO:0016265,GO:0016363,GO:0019222,GO:0022622,GO:0023052,GO:0031323,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032870,GO:0034399,GO:0034641,GO:0042221,GO:0042742,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044249,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044699,GO:0044700,GO:0044707,GO:0044763,GO:0044767,GO:0045087,GO:0046209,GO:0048364,GO:0048513,GO:0048527,GO:0048528,GO:0048569,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0051707,GO:0051716,GO:0065007,GO:0070013,GO:0070887,GO:0071310,GO:0071369,GO:0071395,GO:0071495,GO:1901700,GO:1901701,GO:2000377			virNOG[6]	0IHK4@euNOG,0YCU9@NOG,1BI67@strNOG,1DW35@virNOG	1DW35|2.2e-198|662.2	S	inactive poly ADP-ribose polymerase RCD1-like
augustus_masked-NW_019167827.1-processed-gene-6.4-mRNA-1	3694.POPTR_0001s02040.1	6.8e-124	403.6	PAP3	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0010287,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035			virNOG[6]	0IHKI@euNOG,11HVZ@NOG,1BF9Z@strNOG,1DT8A@virNOG	1DT8A|4.6e-138|462.1	S	plastid-lipid-associated protein 3
augustus_masked-NW_019167827.1-processed-gene-6.7-mRNA-1	3694.POPTR_0001s02100.1	4.7e-146	475.8	VAM3	GO:0000325,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005770,GO:0005773,GO:0005774,GO:0006996,GO:0007033,GO:0008150,GO:0009605,GO:0009606,GO:0009628,GO:0009629,GO:0009630,GO:0009657,GO:0009660,GO:0009705,GO:0009959,GO:0009987,GO:0010008,GO:0010118,GO:0016020,GO:0016043,GO:0031090,GO:0031902,GO:0032501,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0050896,GO:0071840	K08488		virNOG[6]	1BBPY@strNOG,1DPNR@virNOG,COG5325@NOG,KOG0811@euNOG	1DPNR|5.8e-129|432.4	U	syntaxin
augustus_masked-NW_019167827.1-processed-gene-6.5-mRNA-1	3694.POPTR_0003s09450.1	1.2e-61	198.4			K13448		virNOG[6]	1BRE2@strNOG,1E36R@virNOG,COG5126@NOG,KOG0027@euNOG	1E36R|6.7e-60|203.3	T	calcium-binding protein
augustus_masked-NW_019167827.1-processed-gene-6.6-mRNA-1	29760.VIT_02s0012g01870.t01	1.2e-43	137.8					virNOG[6]	0J2U4@euNOG,119RR@NOG,1BVUM@strNOG,1E7WN@virNOG	1E7WN|2e-52|178.6	S	NA
augustus_masked-NW_019167827.1-processed-gene-6.11-mRNA-1	3694.POPTR_0003s09480.1	0.0	1329.2					virNOG[6]	0ISPJ@euNOG,104I0@NOG,1C7E1@strNOG,1EMBK@virNOG	1EMBK|0.0|1346.8	S	jumonji domain protein
augustus_masked-NW_019167827.1-processed-gene-6.12-mRNA-1	3694.POPTR_0003s09470.1	0.0	1342.0		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464			virNOG[6]	0IH8K@euNOG,0YCQU@NOG,1BF3G@strNOG,1DT1P@virNOG	1DT1P|0.0|1335.9	K	homeobox-leucine zipper protein
augustus_masked-NW_019167827.1-processed-gene-6.10-mRNA-1	3694.POPTR_0003s09490.1	6.5e-178	583.4	OSI_27903	GO:0000003,GO:0001071,GO:0003002,GO:0003006,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0007389,GO:0008150,GO:0009791,GO:0009798,GO:0009889,GO:0009908,GO:0009943,GO:0009944,GO:0009955,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0022414,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0035670,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0044699,GO:0044707,GO:0044767,GO:0048367,GO:0048437,GO:0048438,GO:0048440,GO:0048467,GO:0048481,GO:0048513,GO:0048569,GO:0048608,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0061458,GO:0065001,GO:0065007,GO:0080090,GO:2000112,GO:2001141			virNOG[6]	0IY9F@euNOG,0YB3T@NOG,1BNI5@strNOG,1E0C7@virNOG	1E0C7|5e-136|455.3	K	Transcription factor
augustus_masked-NW_019167827.1-processed-gene-6.0-mRNA-1	29760.VIT_02s0012g02160.t01	1.6e-130	425.7	GPAT	GO:0003674,GO:0003824,GO:0004366,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006629,GO:0006644,GO:0006650,GO:0006655,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0008654,GO:0009058,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009987,GO:0016740,GO:0016746,GO:0016747,GO:0019637,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0044710,GO:0045017,GO:0046471,GO:0046474,GO:0046486,GO:0071704,GO:0090407,GO:1901576	K00630		virNOG[6]	0IIVC@euNOG,0YK2C@NOG,1BICV@strNOG,1DRC9@virNOG	1DRC9|1.4e-122|410.8	I	glycerol-3-phosphate acyltransferase
augustus_masked-NW_019167827.1-processed-gene-6.15-mRNA-1	29760.VIT_02s0012g01840.t01	2,00E-105	342.4			K07541		virNOG[6]	0IYW4@euNOG,1293H@NOG,1BC30@strNOG,1E3GU@virNOG	1E3GU|1.6e-94|317.4	S	PIG-X / PBN1
augustus_masked-NW_019167827.1-processed-gene-6.14-mRNA-1	3694.POPTR_0001s02090.1	1.6e-144	470.8		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464			virNOG[6]	0JRYN@euNOG,11ICI@NOG,1C68U@strNOG,1EK75@virNOG	1EK75|2.9e-138|461.3	S	RNA recognition
augustus_masked-NW_019167827.1-processed-gene-6.13-mRNA-1	4641.GSMUA_Achr2P08360_001	1.5e-44	142.5			K02897		virNOG[6]	0IKMK@euNOG,0TK8D@lilNOG,1BD8Z@strNOG,1DR6H@virNOG,COG1825@NOG	1DR6H|2e-31|110.4	J	ribosomal protein
augustus_masked-NW_019167827.1-processed-gene-6.1-mRNA-1	4081.Solyc08g076460.2.1	5.1e-69	220.4	DAD1	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0008150,GO:0010941,GO:0012505,GO:0016020,GO:0031090,GO:0042175,GO:0043067,GO:0043069,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0060548,GO:0065007	K12668		virNOG[6]	11Q2I@NOG,1BRV3@strNOG,1E3Q6@virNOG,KOG1746@euNOG	1E3Q6|4e-68|227.7	O	Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser Thr consensus motif in nascent polypeptide chains (By similarity). Possesses cell death- inhibiting activity (By similarity)
augustus_masked-NW_019167827.1-processed-gene-6.8-mRNA-1	29760.VIT_02s0012g01800.t01	1.7e-27	86.5		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464			virNOG[6]	0IJWM@euNOG,0XSXA@NOG,1BGX1@strNOG,1DUTR@virNOG	1DUTR|3.9e-15|56.8	S	Shikimate kinase
augustus_masked-NW_019167827.1-processed-gene-7.5-mRNA-1	3694.POPTR_0003s09240.1	2.9e-180	591.5		GO:0001071,GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141			virNOG[6]	1BEHN@strNOG,1DSFF@virNOG,COG5063@NOG,KOG1677@euNOG	1DSFF|8.1e-160|533.4	S	zinc finger CCCH domain-containing protein
augustus_masked-NW_019167827.1-processed-gene-7.6-mRNA-1	3694.POPTR_0003s09230.1	5.7e-77	248.7		GO:0005575,GO:0016020			virNOG[6]	121N2@NOG,1BS1V@strNOG,1E3WY@virNOG,KOG0800@euNOG	1E3WY|2.7e-83|280.7	O	Zinc finger, C3HC4 type (RING finger)
augustus_masked-NW_019167827.1-processed-gene-7.4-mRNA-1	4113.PGSC0003DMT400046587	9.1e-25	78.4					virNOG[6]	0IVD4@euNOG,0ZMUJ@NOG,1BJ5U@strNOG,1DTXE@virNOG	1DTXE|2.7e-39|136.2	S	F-box protein
augustus_masked-NW_019167827.1-processed-gene-7.8-mRNA-1	3694.POPTR_0072s00210.1	1.2e-29	91.9					virNOG[6]	0Y65V@NOG,1C348@strNOG,1EGEI@virNOG,KOG1075@euNOG	1EGEI|9e-47|160.8	S	Endonuclease/Exonuclease/phosphatase family
augustus_masked-NW_019167827.1-processed-gene-7.0-mRNA-1	3694.POPTR_0003s09300.1	7.3e-108	348.8			K09422		virNOG[6]	1BNM9@strNOG,1E0F0@virNOG,COG5147@NOG,KOG0048@euNOG	1E0F0|1.1e-126|424.0	K	Transcription factor
augustus_masked-NW_019167827.1-processed-gene-7.9-mRNA-1	29760.VIT_02s0012g01450.t01	3,00E-138	450.7	OSI_17190	GO:0001071,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141			virNOG[6]	0IHPG@euNOG,0YG89@NOG,1BQAZ@strNOG,1E25B@virNOG	1E25B|1.9e-131|439.2	K	transcription factor
augustus_masked-NW_019167827.1-processed-gene-7.10-mRNA-1	3847.GLYMA05G36100.1	2.1e-151	494.4	MIOX2	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006949,GO:0008150,GO:0008152,GO:0009653,GO:0009987,GO:0016491,GO:0016701,GO:0032502,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044767,GO:0048646,GO:0048856,GO:0050113,GO:0055114	K00469		virNOG[6]	0XQ4J@NOG,1BC3I@strNOG,1DQ26@virNOG,KOG1573@euNOG	1DQ26|9.9e-167|557.8	S	inositol oxygenase
augustus_masked-NW_019167827.1-processed-gene-7.2-mRNA-1	3694.POPTR_0001s02260.1	3.2e-142	464.1					virNOG[6]	1BFPV@strNOG,1DRIJ@virNOG,COG0398@NOG,KOG3140@euNOG	1DRIJ|8e-138|459.3	S	SNARE associated Golgi protein
augustus_masked-NW_019167827.1-processed-gene-7.3-mRNA-1	29760.VIT_19s0014g01440.t01	1,00E-41	133.6		GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360	K13095		virNOG[6]	1BI8T@strNOG,1E11T@virNOG,COG5176@NOG,KOG0119@euNOG	1E11T|7.2e-30|105.2	A	KH domain
augustus_masked-NW_019167827.1-processed-gene-7.11-mRNA-1	3694.POPTR_0003s09180.1	3,00E-55	176.9	OSI_09600	GO:0000003,GO:0003002,GO:0003006,GO:0005575,GO:0005623,GO:0005886,GO:0005911,GO:0007049,GO:0007275,GO:0007389,GO:0008150,GO:0009506,GO:0009553,GO:0009554,GO:0009653,GO:0009888,GO:0009933,GO:0009934,GO:0009956,GO:0009987,GO:0010015,GO:0010051,GO:0010305,GO:0016020,GO:0022414,GO:0022603,GO:0022622,GO:0030054,GO:0032501,GO:0032502,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0044767,GO:0048229,GO:0048236,GO:0048364,GO:0048507,GO:0048509,GO:0048513,GO:0048532,GO:0048610,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0051239,GO:0051321,GO:0055044,GO:0065007,GO:0071944,GO:2000026			virNOG[6]	0IVFP@euNOG,0YAS0@NOG,1BCY4@strNOG,1DQVV@virNOG	1DQVV|4.6e-49|168.2	S	Tetraspanin family
augustus_masked-NW_019167827.1-processed-gene-7.1-mRNA-1	29760.VIT_08s0040g00910.t01	0.0	1249.8		GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0031976,GO:0031984,GO:0034357,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0044710,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0055035,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K14575		virNOG[6]	1BC9M@strNOG,1DUDZ@virNOG,COG0464@NOG,KOG0733@euNOG	1DUDZ|0.0|1272.3	O	Cell division cycle protein 48 homolog
augustus_masked-NW_019167827.1-processed-gene-7.13-mRNA-1	3847.GLYMA01G02100.1	8.6e-134	437.1			K14837		virNOG[6]	1BCJR@strNOG,1DQHF@virNOG,COG0724@NOG,KOG0118@euNOG	1DQHF|3.9e-143|479.0	A	RNA recognition
augustus_masked-NW_019167827.1-processed-gene-7.12-mRNA-1	29760.VIT_02s0012g01640.t01	3,00E-177	579.6	ITPK1		K00913		virNOG[6]	0IHA6@euNOG,10KIK@NOG,1BFYC@strNOG,1DQ00@virNOG	1DQ00|2.8e-181|602.8	T	Inositol-tetrakisphosphate 1-kinase
augustus_masked-NW_019167827.1-processed-gene-7.16-mRNA-1	3847.GLYMA09G33770.3	1.1e-134	440.0					virNOG[6]	0IFY5@euNOG,0YD1C@NOG,1BF2T@strNOG,1DUJ4@virNOG	1DUJ4|6.6e-128|427.8	S	zinc-binding protein
augustus_masked-NW_019167827.1-processed-gene-7.14-mRNA-1	3694.POPTR_0001s02290.1	6.7e-82	265.1					virNOG[6]	0IXGY@euNOG,0YKCU@NOG,1BTB3@strNOG,1E3Z5@virNOG	1E3Z5|2.7e-91|307.2	S	NA
augustus_masked-NW_019167827.1-processed-gene-7.15-mRNA-1	29760.VIT_02s0012g01580.t01	2.9e-29	92.6	OSI_06427				virNOG[6]	0IWEZ@euNOG,11SI5@NOG,1BHBK@strNOG,1DV7P@virNOG	1DV7P|8.2e-24|85.3	S	Endoplasmic reticulum-based factor for assembly of V-ATPase
augustus_masked-NW_019167827.1-processed-gene-8.4-mRNA-1	29760.VIT_02s0012g01320.t01	0.0	1036.3		GO:0001071,GO:0002831,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0006950,GO:0006952,GO:0006979,GO:0008150,GO:0008152,GO:0009058,GO:0009269,GO:0009414,GO:0009415,GO:0009611,GO:0009628,GO:0009718,GO:0009719,GO:0009725,GO:0009737,GO:0009753,GO:0009812,GO:0009813,GO:0009889,GO:0009891,GO:0009893,GO:0009962,GO:0009963,GO:0009987,GO:0010033,GO:0010035,GO:0010200,GO:0010243,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0033554,GO:0033993,GO:0034599,GO:0042221,GO:0042440,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043618,GO:0043619,GO:0043620,GO:0043900,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0045893,GO:0045935,GO:0046148,GO:0046283,GO:0048518,GO:0048522,GO:0048583,GO:0050789,GO:0050794,GO:0050896,GO:0051090,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0065009,GO:0070887,GO:0071704,GO:0080090,GO:0080134,GO:0097159,GO:0097305,GO:1901363,GO:1901576,GO:1901698,GO:1901700,GO:2000068,GO:2000112,GO:2001141	K13422		virNOG[6]	0IGFU@euNOG,0YCJJ@NOG,1BJRG@strNOG,1DXNZ@virNOG	1DXNZ|1.3e-285|950.3	K	Transcription factor
augustus_masked-NW_019167827.1-processed-gene-8.5-mRNA-1	3694.POPTR_0001s02480.1	7.3e-121	393.6		GO:0000003,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0007275,GO:0008150,GO:0009791,GO:0009888,GO:0009960,GO:0010154,GO:0022414,GO:0032501,GO:0032502,GO:0040008,GO:0043076,GO:0043078,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0044699,GO:0044707,GO:0048316,GO:0048513,GO:0048580,GO:0048608,GO:0048638,GO:0048731,GO:0048856,GO:0050789,GO:0050793,GO:0051239,GO:0061458,GO:0065007,GO:0080050,GO:0080113,GO:2000026,GO:2000241			virNOG[6]	0IXT3@euNOG,0YRKU@NOG,1BQW3@strNOG,1E2PU@virNOG	1E2PU|1e-137|460.6	S	VQ motif
augustus_masked-NW_019167827.1-processed-gene-8.7-mRNA-1	3694.POPTR_0001s02570.1	4.4e-158	516.5	OSI_09601				virNOG[6]	0IJ3Q@euNOG,10127@NOG,1BGDC@strNOG,1DUAT@virNOG	1DUAT|9.2e-159|529.5	S	NA
augustus_masked-NW_019167827.1-processed-gene-8.8-mRNA-1	3694.POPTR_0001s02530.1	2.8e-98	319.0	PALM1	GO:0001071,GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141			virNOG[6]	0IXKU@euNOG,0YVZ2@NOG,1BSST@strNOG,1E4MV@virNOG	1E4MV|1.6e-85|288.5	K	Transcription factor
augustus_masked-NW_019167827.1-processed-gene-8.0-mRNA-1	29760.VIT_02s0012g01390.t01	9.7e-73	235.1		GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			virNOG[6]	0IZXF@euNOG,0YUVB@NOG,1BSWJ@strNOG,1E4RV@virNOG	1E4RV|1.7e-71|241.5	S	NA
augustus_masked-NW_019167827.1-processed-gene-8.14-mRNA-1	29760.VIT_02s0012g01240.t01	2.7e-163	536.9			K13172		virNOG[6]	0IIKB@euNOG,0YDGU@NOG,1BG36@strNOG,1DU0S@virNOG	1DU0S|1.3e-159|534.9	S	PHD
augustus_masked-NW_019167827.1-processed-gene-8.2-mRNA-1	3694.POPTR_0001s02420.1	7.8e-100	325.8	UBP21		K11855		virNOG[6]	0XQ92@NOG,1BGGW@strNOG,1DUEB@virNOG,KOG1865@euNOG	1DUEB|1.7e-133|447.8	O	ubiquitin carboxyl-terminal hydrolase
augustus_masked-NW_019167827.1-processed-gene-8.13-mRNA-1	29760.VIT_02s0012g01250.t01	3.4e-161	527.9			K15109		virNOG[6]	0XS86@NOG,1BFEB@strNOG,1DTCI@virNOG,KOG0758@euNOG	1DTCI|1.3e-145|487.7	C	mitochondrial carnitine acylcarnitine carrier-like
augustus_masked-NW_019167827.1-processed-gene-8.15-mRNA-1	29760.VIT_02s0012g01210.t01	6.5e-256	839.6			K01438	ACODA	virNOG[6]	1BFU8@strNOG,1DTS6@virNOG,COG0624@NOG,KOG2276@euNOG	1DTS6|2.1e-242|805.5	E	acetylornithine
augustus_masked-NW_019167827.1-processed-gene-8.11-mRNA-1	3694.POPTR_0003s09110.1	2.4e-153	501.3	AGD8	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009719,GO:0009725,GO:0009737,GO:0010033,GO:0033993,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0097305,GO:1901700	K12493		virNOG[6]	1BFFH@strNOG,1DTDQ@virNOG,COG5347@NOG,KOG0706@euNOG	1DTDQ|2e-170|570.2	T	ADP-ribosylation factor GTPase-activating protein
augustus_masked-NW_019167827.1-processed-gene-8.12-mRNA-1	3694.POPTR_0003s09080.1	7.4e-31	96.7					virNOG[6]	0JIX6@euNOG,117NC@NOG,1BW9W@strNOG,1E8ET@virNOG	1E8ET|3.6e-33|115.6	S	NA
augustus_masked-NW_019167827.1-processed-gene-9.2-mRNA-1	3702.AT2G35330.1	7.8e-213	695.1					virNOG[6]	0ITY2@euNOG,0XVVU@NOG,1C7NJ@strNOG,1EMKF@virNOG	1EMKF|1.9e-242|807.8	O	RING
augustus_masked-NW_019167827.1-processed-gene-9.4-mRNA-1	3694.POPTR_0001s02700.1	1.7e-272	894.9		GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0009987,GO:0010118,GO:0012505,GO:0015075,GO:0016020,GO:0022857,GO:0022891,GO:0022892,GO:0034220,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0051179,GO:0051234,GO:0055085,GO:0071944			virNOG[6]	0XR8V@NOG,1BDWF@strNOG,1DRTX@virNOG,KOG4711@euNOG	1DRTX|2.2e-290|964.9	P	Aluminum-activated malate transporter
augustus_masked-NW_019167827.1-processed-gene-9.0-mRNA-1	3694.POPTR_0001s02520.1	3.3e-159	520.3		GO:0000003,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006355,GO:0007275,GO:0008150,GO:0009791,GO:0009889,GO:0009890,GO:0009892,GO:0009908,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0022414,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044699,GO:0044707,GO:0044767,GO:0045892,GO:0045934,GO:0048367,GO:0048437,GO:0048438,GO:0048440,GO:0048443,GO:0048466,GO:0048467,GO:0048513,GO:0048519,GO:0048523,GO:0048569,GO:0048608,GO:0048653,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0061458,GO:0065007,GO:0070013,GO:0080090,GO:0097159,GO:1901363,GO:2000112,GO:2000113,GO:2001141			virNOG[6]	0IGMT@euNOG,0YG7Z@NOG,1BGNJ@strNOG,1DV94@virNOG	1DV94|2.7e-142|474.2	S	DNA-binding protein ESCAROLA-like
augustus_masked-NW_019167827.1-processed-gene-9.5-mRNA-1	3694.POPTR_0003s08840.1	5.3e-46	147.2		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464			virNOG[6]	0IVPN@euNOG,11WX6@NOG,1BI34@strNOG,1DW03@virNOG	1DW03|4.2e-34|119.1	S	TLD
augustus_masked-NW_019167827.1-processed-gene-9.1-mRNA-1	29760.VIT_02s0012g00980.t01	3.2e-66	213.9		GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009055,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	K02639		virNOG[6]	0IWKK@euNOG,1BQSB@strNOG,1E2KE@virNOG,COG0633@NOG	1E2KE|3e-49|168.7	C	Ferredoxin
augustus_masked-NW_019167827.1-processed-gene-9.3-mRNA-1	3702.AT2G35330.1	5,00E-69	219.0					virNOG[6]	0ITY2@euNOG,0XVVU@NOG,1C7NJ@strNOG,1EMKF@virNOG	1EMKF|6.5e-74|250.6	O	RING
